At_CU,Access_ID,Box_No,Folder_Name,Goldsmiths_Binder,Goldsmiths_Binder_Starting_Page,Exact_Date,Exact_Unitdate,Implied_Date,Implied_Unitdate,Extent_Pages,Sender_Name,Sender_Address,Sender_Town,Sender_Address_Merged,Sender_Organization,Recipient_Name,Recipient_Address,Recipient_Town,Recipient_Address_Merged,Recipient Organization,Type,Format,Version,Language,Provenance,Notes,"Notes_Other
",Clues for unidentifiable
Y,252,1,"1925, September",IX,102,1925-09-24,24 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,B. Mirline,28 Rue Saint Lazare,Paris,"28 Rue Saint Lazare, Paris",Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,253,1,"1925, September",IX,103,1925-09-22,22 September 1925,,,2,Clerical assistant,22 Rue Rochechouart,Paris,"22 Rue Rochechouart, Paris",Pleyel Lyon&Co,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
N,254,,,IX,105,1925-09-23,23 September 1925,,,1,Not stated,1-3 Rue des Italiens,Paris,"1-3 Rue des Italiens, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Accounts statement,Handwritten,Photocopy,English,Bibliothèque Nationale de France,,,
Y,255,1,"1925, September",IX,106,1925-09-23,23 September 1925,,,2,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Alexander Lvovich Shmuller,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,256,1,"1925, September",IX,108,1925-09-24,24 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Ms Brimont,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,257,1,"1925, September",IX,109,1925-09-24,24 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,260,1,"1925, September",IX,112,1925-09-25,25 September 1925,,,2,Fyodor Weber,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,248,1,"1925, September",IX,97,1925-09-25,25 September 1925,,,2,Ernest Alexandrovich Oeberg,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,259,1,"1925, September",IX,111,1925-09-26,26 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,P. Boquel,69 Boulevard de Clichy,Paris,"69 Boulevard de Clichy, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,11836,26S,,XLIII,148,1925-09-26,26 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Maria Rein,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Serge Prokofiev Archive,Original: spa-tex-cor-ori-0021,,
Y,261,1,"1925, September",IX,114,1925-09-28,28 September 1925,,,2,Boris Georgievich Romanov,81 Boulevard Clichy,Paris,"81 Boulevard Clichy, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,Draft of reply by SP dated 02/10/1925,,
Y,,1,"1925, September",IX,115,1925-10-02,02 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Boris Georgievich Romanov,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,262,1,"1925, September",IX,117,1925-09-28,28 September 1925,,,1,P. Boquel,69 Boulevard de Clichy,Not stated,"69 Boulevard de Clichy, ",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,263,1,"1925, September",IX,116,1925-09-28,28 September 1925,,,1,G. Paupardin,Not stated,Montigny-sur-Loing,Montigny-sur-Loing,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,264,1,"1925, September",IX,118,1925-09-28,28 September 1925,,,1,Ch. Demogeot,21 Boulevard Montmartre,Paris,"21 Boulevard Montmartre, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,265,1,"1925, September",IX,119,1925-09-29,29 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,P. Boquel,69 Boulevard de Clichy,Paris,"69 Boulevard de Clichy, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,266,1,"1925, September",IX,120,1925-09-29,29 September 1925,,,1,Clerical assistant,1 Rue Blanche,Paris,"1 Rue Blanche, Paris",Steinway & Sons,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,267,1,"1925, September",IX,121,1925-10-10,10 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Ernest Urchs,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
N,268,,,IX,122,1925-09-30,30 September 1925,,,1,Not stated,1-3 Rue des Italiens,Paris,"1-3 Rue des Italiens, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Accounts statement,Handwritten,Photocopy,French,Bibliothèque Nationale de France,,,
Y,269,1,"1925, September",IX,123,1925-09-30,30 September 1925,,,2,Mariia Viktorovna Borovskaya,28 Quai de Passy,Paris,"28 Quai de Passy, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
N,11634,,,XLII,128,1925-09-30,30 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Fatma Samoilenko,1 Avenue Émile Deschanel,Paris,"1 Avenue Émile Deschanel, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Houghton Library,,,
N,202,,,IX,30,1925-09-xx,September 1925,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Music manuscript,Handwritten,Photocopy,Russian,Bibliothèque Nationale de France,,,
N,227,,,IX,61,1925-09-xx,September 1925,,,4,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Working document,Typed,Photocopy,French,Bibliothèque Nationale de France,Notes on French translation of songs Op 23 and Op 9.,,
N,258,,,IX,110,1925-09-xx,September 1925,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Photograph,Printed,Photocopy,French,Bibliothèque Nationale de France,,,
Y,270,1,"1925, October",IX,125,1925-10-01,01 October 1925,,,2,Lea Liuboshits,16 Rue Raynonard,Paris,"16 Rue Raynonard, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,271,1,"1925, October",IX,127,1925-10-01,01 October 1925,,,3,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,A. Jasmin,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,272,1,"1925, October",IX,130,1925-10-02,02 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Konsertbolaget,Letter,Draft,Original,French,Bibliothèque Nationale de France,Draft to Konsertbolaget (?) in Stockholm.,,
Y,273,1,"1925, October",IX,131,1925-10-02,02 October 1925,,,1,Clerical assistant,Via Delle Finanze 14,Rome,"Via Delle Finanze 14, Rome",Direzione Italiana Concerti,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,274,1,"1925, October",IX,132,1925-10-13,13 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Via Delle Finanze 14,Rome,"Via Delle Finanze 14, Rome",Direzione Italiana Concerti,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,275,1,"1925, October",IX,133,1925-10-03,03 October 1925,,,2,A. Jasmin,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,276,1,"1925, October",IX,135,1925-10-03,03 October 1925,,,1,W. H. Brennan,Symphony Hall,Boston,"Symphony Hall, Boston",Not stated,Clerical assistant,33 West 42nd Street,New York,"33 West 42nd Street, New York",Haensel & Jones,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,277,1,"1925, October",IX,136,1925-10-03,03 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,278,1,"1925, October",IX,137,1925-10-05,05 October 1925,,,2,Ernest Alexandrovich Oeberg,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,282,1,"1925, October",IX,140,1925-10-05,05 October 1925,,,1,Serge Alexandrovich Koussevitzky,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Telegram,Printed,Original,English,Bibliothèque Nationale de France,,,
Y,283,1,"1925, October",IX,141,1925-10-05,05 October 1925,,,2,Haenos,Not stated,New York,New York,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Telegram,Handwritten,Original,English,Bibliothèque Nationale de France,Offer of USA engagement with SP's draft answer in English.,,
Y,,1,"1925, October",IX,142,1925-10-06,06 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Haenos,Not stated,Not stated,Not stated,Not stated,Telegram,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,284,1,"1925, October",IX,143,1925-10-06,06 October 1925,,,3,Sergey Sergeevich Prokofiev,c/o Guaranty Trust Co.,Not stated,"c/o Guaranty Trust Co., ",Not stated,Fitzhugh Haensel,Not stated,New York,New York,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,285,1,"1925, October",IX,146,1925-10-06,06 October 1925,,,2,Fyodor Weber,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,286,1,"1925, October",IX,148,1925-10-06,06 October 1925,,,1,Clerical assistant,33 West 42nd Street,New York,"33 West 42nd Street, New York",Haensel & Jones,Sergey Sergeevich Prokofiev,c/o Guaranty Trust Co.,Not stated,c/o Guaranty Trust Co.,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,"With SP's handwritten draft reply, dated 25/10.",,
Y,,1,"1925, October",IX,148,1925-10-25,25 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Haensel & Jones,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,287,1,"1925, October",IX,149,1925-10-07,07 October 1925,,,1,Margot Szenkar,15 Belforstrasse,Cologne,"15 Belforstrasse, Cologne",Not stated,Lina Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,288,1,"1925, October",IX,150,1925-10,01 October 1925,,,1,Lina Prokofiev,Not stated,Not stated,Not stated,Not stated,Margot Szenkar,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,290,1,"1925, October",IX,153a,1925-10-08,08 October 1925,,,1,Clerical assistant,Not stated,Amsterdam,Amsterdam,Concertgebouw Amsterdam,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,291,1,"1925, October",IX,153b,1925-10-21,21 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Amsterdam,Amsterdam,Concertgebouw Amsterdam,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,293,1,"1925, October",IX,154,1925-10-08,08 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Fyodor Weber,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,294,1,"1925, October",IX,155,1925-10-08,08 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,295,1,"1925, October",IX,156,1925-10-08,08 October 1925,,,1,Clerical assistant,2 & 4 Avenue de la Marne,Asnières,"2 & 4 Avenue de la Marne, Asnières",Imprimerie Delanchy-Dupre,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
N,296,,,IX,157,1925-10-08,08 October 1925,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Memo,Handwritten,Photocopy,French,Bibliothèque Nationale de France,,,
Y,302,1,"1925, October",IX,164,1925-10-09,09 October 1925,,,2,Félix Delgrange,23 Rue du Rocher,Paris,"23 Rue du Rocher, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,32 Rue Cassette,32 Rue Cassette,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,,1,"1925, October",IX,165,1925-10-18,18 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Felix Delgrange,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,303,1,"1925, October",IX,166,1925-10-09,09 October 1925,,,2,Philippe Gaubert,Not stated,Paris,Paris,Not stated,Jean Marnold,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,304,1,"1925, October",IX,168,1925-10-10,10 October 1925,,,2,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Natalia Koussevitzkaya,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,305,1,"1925, October",IX,170,1925-10-10,10 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Fyodor Weber,Not stated,Berlin,Berlin,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,306,1,"1925, October",IX,171,1925-10-10,10 October 1925,,,1,Charles Münch,17 Beethovenstrasse,Leipzig,"17 Beethovenstrasse, Leipzig",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,307,1,"1925, October",IX,172,,,1925-10-12,[12 October 1925],2,Georgii Iakulov,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,308,1,"1925, October",IX,174,1925-10-12,12 October 1925,,,1,Alfredo Casella,Via Ennio Quirino Visconti 11,Rome,"Via Ennio Quirino Visconti 11, Rome",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,309,1,"1925, October",IX,175,1925-10-12,12 October 1925,,,2,A Komarov,1 Rue des Ponts,Pau,"1 Rue des Ponts, Pau",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,310,1,"1925, October",IX,177,1925-10-12,12 October 1925,,,1,C. Planez,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,Signature possibly C Planez.,,
Y,311,1,"1925, October",IX,178,1925-10-12,12 October 1925,,,2,Vladimir Vladimirovich Derzhanovsky,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,312,1,"1925, October",IX,180,1925-10-13,13 October 1925,,,2,Parnet,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,313,1,"1925, October",IX,182,1925-10-13,13 October 1925,,,2,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,P. Boquel,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,314,1,"1925, October",IX,184,1925-10-13,13 October 1925,,,2,Fyodor Weber,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,315,1,"1925, October",IX,186,1925-10-13,13 October 1925,,,2,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Philippe Gaubert,Not stated,Paris,Paris,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,316,1,"1925, October",IX,188,1925-10-14,14 October 1925,,,2,Margot Szenkar,15 Belfortstrasse,Cologne,"15 Belfortstrasse, Cologne",Not stated,Lina Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,317,1,"1925, October",IX,190,1925-10-14,14 October 1925,,,2,Clerical assistant,Via Delle Finanze 14,Rome,"Via Delle Finanze 14, Rome",Direzione Italiana Concerti,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,348,1,"1925, October",IX,233,1925-10-15,15 October 1925,,,2,Joseph Szigeti,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Postcard,Handwritten,Original,French,Bibliothèque Nationale de France,,,
